"B17021_001E","B17021_001M","B17021_002E","B17021_002M","B17021_003E","B17021_003M","B17021_004E","B17021_004M","B17021_005E","B17021_005M","B17021_006E","B17021_006M","B17021_007E","B17021_007M","B17021_008E","B17021_008M","B17021_009E","B17021_009M","B17021_010E","B17021_010M","B17021_011E","B17021_011M","B17021_012E","B17021_012M","B17021_013E","B17021_013M","B17021_014E","B17021_014M","B17021_015E","B17021_015M","B17021_016E","B17021_016M","B17021_017E","B17021_017M","B17021_018E","B17021_018M","B17021_019E","B17021_019M","B17021_020E","B17021_020M","B17021_021E","B17021_021M","B17021_022E","B17021_022M","B17021_023E","B17021_023M","B17021_024E","B17021_024M","B17021_025E","B17021_025M","B17021_026E","B17021_026M","B17021_027E","B17021_027M","B17021_028E","B17021_028M","B17021_029E","B17021_029M","B17021_030E","B17021_030M","B17021_031E","B17021_031M","B17021_032E","B17021_032M","B17021_033E","B17021_033M","B17021_034E","B17021_034M","B17021_035E","B17021_035M","GEO_ID","NAME"
"2326","433","65","78","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","65","78","13","19","0","13","13","19","52","76","2261","423","1742","418","1335","405","1335","405","0","13","407","272","19","30","19","30","0","13","388","271","388","271","0","13","519","175","360","129","246","109","114","56","159","71","1500000US060855053012","Block Group 2, Census Tract 5053.01, Santa Clara County, California"
"1185","349","63","50","9","13","9","13","0","13","9","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","54","48","7","12","7","12","0","13","47","47","1122","343","1004","352","828","332","788","321","40","61","176","141","42","66","29","45","13","20","134","128","119","118","15","20","118","65","84","41","43","27","41","32","34","32","1500000US060855053013","Block Group 3, Census Tract 5053.01, Santa Clara County, California"
"2632","487","225","279","179","277","179","277","179","277","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","46","42","16","17","16","17","0","13","30","38","2407","381","2123","376","1683","403","1683","403","0","13","440","262","218","206","218","206","0","13","222","184","202","165","20","24","284","119","202","69","138","49","64","46","82","62","1500000US060855053021","Block Group 1, Census Tract 5053.02, Santa Clara County, California"
"1698","475","99","84","16","25","0","13","0","13","0","13","16","25","16","25","16","25","0","13","0","13","0","13","0","13","83","81","45","42","21","25","24","35","38","43","1599","472","1412","467","1124","402","1113","396","11","21","288","252","135","198","135","198","0","13","153","143","153","143","0","13","187","81","131","46","89","37","42","31","56","48","1500000US060855053022","Block Group 2, Census Tract 5053.02, Santa Clara County, California"
"1627","543","244","336","244","336","244","336","244","336","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1383","462","1170","444","1001","368","946","396","55","87","169","243","169","243","122","167","47","77","0","13","0","13","0","13","213","106","213","106","213","106","0","13","0","13","1500000US060855053031","Block Group 1, Census Tract 5053.03, Santa Clara County, California"
"2370","516","67","76","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","67","76","0","13","0","13","0","13","67","76","2303","527","1999","557","1671","553","1671","553","0","13","328","238","89","103","77","94","12","19","239","225","239","225","0","13","304","161","211","104","132","84","79","72","93","110","1500000US060855053032","Block Group 2, Census Tract 5053.03, Santa Clara County, California"
"848","290","61","100","61","100","0","13","0","13","0","13","61","100","0","13","0","13","0","13","61","100","61","100","0","13","0","13","0","13","0","13","0","13","0","13","787","300","741","301","690","316","690","316","0","13","51","82","51","82","51","82","0","13","0","13","0","13","0","13","46","59","27","31","13","21","14","23","19","32","1500000US060855053033","Block Group 3, Census Tract 5053.03, Santa Clara County, California"
"1552","628","136","141","44","72","44","72","44","72","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","92","121","16","26","16","26","0","13","76","118","1416","632","891","429","720","413","720","413","0","13","171","225","171","225","171","225","0","13","0","13","0","13","0","13","525","504","228","108","126","83","102","107","297","434","1500000US060855053034","Block Group 4, Census Tract 5053.03, Santa Clara County, California"
"1418","590","87","129","87","129","87","129","0","13","87","129","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1331","486","1234","488","1072","485","899","327","173","255","162","128","99","103","82","86","17","18","63","73","63","73","0","13","97","94","49","46","15","13","34","44","48","50","1500000US060855053041","Block Group 1, Census Tract 5053.04, Santa Clara County, California"
"776","229","22","24","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","22","24","19","23","19","23","0","13","3","6","754","230","625","220","533","200","533","200","0","13","92","106","67","102","67","102","0","13","25","42","25","42","0","13","129","82","60","30","29","23","31","26","69","61","1500000US060855053042","Block Group 2, Census Tract 5053.04, Santa Clara County, California"
"1344","347","54","34","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","54","34","18","17","12","13","6","10","36","28","1290","341","1063","334","960","339","941","336","19","21","103","89","19","34","19","34","0","13","84","81","84","81","0","13","227","105","123","55","68","43","55","38","104","68","1500000US060855053043","Block Group 3, Census Tract 5053.04, Santa Clara County, California"
"1676","570","1","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1","4","0","13","0","13","0","13","1","4","1675","571","1518","584","1427","583","1427","583","0","13","91","85","64","76","52","62","12","18","27","41","27","41","0","13","157","83","128","66","113","61","15","24","29","35","1500000US060855053051","Block Group 1, Census Tract 5053.05, Santa Clara County, California"
"643","279","95","110","58","99","0","13","0","13","0","13","58","99","0","13","0","13","0","13","58","99","58","99","0","13","37","59","37","59","37","59","0","13","0","13","548","281","494","295","409","293","409","293","0","13","85","155","56","155","56","155","0","13","29","37","17","30","12","20","54","52","42","40","29","34","13","20","12","19","1500000US060855053052","Block Group 2, Census Tract 5053.05, Santa Clara County, California"
"1436","328","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1436","328","1126","371","1086","379","1086","379","0","13","40","62","40","62","40","62","0","13","0","13","0","13","0","13","310","175","220","107","186","105","34","39","90","123","1500000US060855053053","Block Group 3, Census Tract 5053.05, Santa Clara County, California"
"2076","693","71","90","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","71","90","12","20","0","13","12","20","59","73","2005","710","1681","696","1575","693","1523","665","52","80","106","101","69","82","55","64","14","22","37","65","28","48","9","18","324","196","133","78","28","34","105","75","191","126","1500000US060855053054","Block Group 4, Census Tract 5053.05, Santa Clara County, California"
"1525","594","67","46","22","32","0","13","0","13","0","13","22","32","22","32","0","13","22","32","0","13","0","13","0","13","45","50","33","38","0","13","33","38","12","19","1458","585","1362","594","962","521","962","521","0","13","400","338","275","319","211","243","64","77","125","150","98","113","27","42","96","73","54","40","42","34","12","19","42","50","1500000US060855054011","Block Group 1, Census Tract 5054.01, Santa Clara County, California"
"1765","418","122","115","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","122","115","94","87","66","75","28","44","28","44","1643","413","1244","398","1158","410","1158","410","0","13","86","95","86","95","86","95","0","13","0","13","0","13","0","13","399","205","227","104","81","61","146","90","172","111","1500000US060855054012","Block Group 2, Census Tract 5054.01, Santa Clara County, California"
"673","269","13","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","21","13","21","13","21","0","13","0","13","660","275","397","271","279","220","279","220","0","13","118","165","0","13","0","13","0","13","118","165","118","165","0","13","263","130","263","130","263","130","0","13","0","13","1500000US060855054013","Block Group 3, Census Tract 5054.01, Santa Clara County, California"
"1875","414","80","96","56","90","0","13","0","13","0","13","56","90","56","90","56","90","0","13","0","13","0","13","0","13","24","29","24","29","24","29","0","13","0","13","1795","422","1269","436","1230","432","1230","432","0","13","39","62","0","13","0","13","0","13","39","62","39","62","0","13","526","269","312","162","154","127","158","99","214","144","1500000US060855054014","Block Group 4, Census Tract 5054.01, Santa Clara County, California"
"939","221","11","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","19","11","19","11","19","0","13","0","13","928","226","669","227","487","215","487","215","0","13","182","150","0","13","0","13","0","13","182","150","148","116","34","52","259","214","190","173","130","158","60","67","69","74","1500000US060855054015","Block Group 5, Census Tract 5054.01, Santa Clara County, California"
"1261","370","62","73","50","72","50","72","50","72","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","17","0","13","0","13","0","13","12","17","1199","390","782","259","576","241","576","241","0","13","206","115","77","93","68","85","9","15","129","100","129","100","0","13","417","448","168","142","46","32","122","138","249","311","1500000US060855054021","Block Group 1, Census Tract 5054.02, Santa Clara County, California"
"1731","301","82","63","33","52","0","13","0","13","0","13","33","52","0","13","0","13","0","13","33","52","33","52","0","13","49","37","6","9","6","9","0","13","43","37","1649","294","1295","316","1133","271","1128","271","5","12","162","155","34","49","34","49","0","13","128","144","128","144","0","13","354","88","329","78","269","76","60","41","25","26","1500000US060855054022","Block Group 2, Census Tract 5054.02, Santa Clara County, California"
"3367","665","123","99","47","78","47","78","47","78","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","76","70","39","43","0","13","39","43","37","59","3244","687","2738","697","2339","692","2339","692","0","13","399","259","55","61","55","61","0","13","344","249","344","249","0","13","506","181","368","126","250","100","118","91","138","90","1500000US060855054031","Block Group 1, Census Tract 5054.03, Santa Clara County, California"
"2667","520","54","53","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","54","53","33","39","14","23","19","31","21","36","2613","530","2208","559","1913","511","1913","511","0","13","295","247","0","13","0","13","0","13","295","247","295","247","0","13","405","258","246","143","171","131","75","64","159","174","1500000US060855054032","Block Group 2, Census Tract 5054.03, Santa Clara County, California"
"2741","697","252","252","212","248","35","58","35","58","0","13","177","242","0","13","0","13","0","13","177","242","157","240","20","34","40","42","37","42","37","42","0","13","3","4","2489","692","2323","702","1855","628","1855","628","0","13","468","408","4","21","4","21","0","13","464","407","418","383","46","53","166","109","128","76","105","68","23","36","38","51","1500000US060855054033","Block Group 3, Census Tract 5054.03, Santa Clara County, California"
"697","207","62","59","23","36","23","36","0","13","23","36","0","13","0","13","0","13","0","13","0","13","0","13","0","13","39","47","28","46","28","46","0","13","11","9","635","197","552","202","479","188","479","188","0","13","73","75","0","13","0","13","0","13","73","75","73","75","0","13","83","51","57","37","40","33","17","19","26","22","1500000US060855055001","Block Group 1, Census Tract 5055, Santa Clara County, California"
"1893","383","262","156","170","138","77","103","77","103","0","13","93","88","22","36","22","36","0","13","71","81","71","81","0","13","92","57","55","43","31","35","24","25","37","32","1631","385","1328","395","1146","399","1146","399","0","13","182","112","80","69","80","69","0","13","102","90","102","90","0","13","303","147","134","48","51","33","83","36","169","125","1500000US060855055002","Block Group 2, Census Tract 5055, Santa Clara County, California"
"1794","497","375","458","370","459","304","450","304","450","0","13","66","75","22","37","22","37","0","13","44","63","44","63","0","13","5","10","5","10","5","10","0","13","0","13","1419","260","1312","262","898","265","891","264","7","11","414","243","182","166","164","146","18","27","232","184","221","178","11","19","107","65","89","47","69","43","20","30","18","29","1500000US060855055003","Block Group 3, Census Tract 5055, Santa Clara County, California"
"1125","305","262","159","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","262","159","68","49","39","41","29","30","194","154","863","265","563","246","468","245","468","245","0","13","95","103","52","84","38","63","14","21","43","66","43","66","0","13","300","144","176","85","108","59","68","61","124","117","1500000US060855056001","Block Group 1, Census Tract 5056, Santa Clara County, California"
"692","257","72","59","14","25","0","13","0","13","0","13","14","25","0","13","0","13","0","13","14","25","14","25","0","13","58","56","28","29","16","26","12","14","30","50","620","239","501","239","340","220","340","220","0","13","161","109","114","83","97","74","17","18","47","76","47","76","0","13","119","54","73","36","43","31","30","23","46","29","1500000US060855056002","Block Group 2, Census Tract 5056, Santa Clara County, California"
"1300","405","159","95","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","159","95","62","36","32","30","30","21","97","74","1141","395","854","397","526","361","526","361","0","13","328","188","100","77","96","75","4","8","228","177","228","177","0","13","287","132","200","76","136","58","64","61","87","71","1500000US060855056003","Block Group 3, Census Tract 5056, Santa Clara County, California"
"1386","533","52","67","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","52","67","0","13","0","13","0","13","52","67","1334","523","854","363","583","305","583","305","0","13","271","296","271","296","218","236","53","62","0","13","0","13","0","13","480","406","298","270","157","232","141","142","182","195","1500000US060855057001","Block Group 1, Census Tract 5057, Santa Clara County, California"
"1014","304","222","268","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","222","268","79","72","41","55","38","47","143","221","792","232","611","242","521","213","521","213","0","13","90","114","0","13","0","13","0","13","90","114","90","114","0","13","181","95","169","91","169","91","0","13","12","18","1500000US060855057002","Block Group 2, Census Tract 5057, Santa Clara County, California"
"1875","516","753","332","70","116","0","13","0","13","0","13","70","116","0","13","0","13","0","13","70","116","70","116","0","13","683","313","143","70","0","13","143","70","540","253","1122","327","807","298","629","274","618","275","11","19","178","177","143","167","63","71","80","103","35","58","35","58","0","13","315","169","104","57","61","58","43","38","211","143","1500000US060855057003","Block Group 3, Census Tract 5057, Santa Clara County, California"
"2018","883","292","289","197","241","21","33","0","13","21","33","176","237","0","13","0","13","0","13","176","237","176","237","0","13","95","176","16","27","14","22","2","16","79","162","1726","823","1352","840","674","438","674","438","0","13","678","750","460","712","460","712","0","13","218","207","131","146","87","80","374","126","322","110","241","100","81","64","52","39","1500000US060855057004","Block Group 4, Census Tract 5057, Santa Clara County, California"
"1068","327","56","70","5","8","0","13","0","13","0","13","5","8","5","8","0","13","5","8","0","13","0","13","0","13","51","70","19","31","0","13","19","31","32","41","1012","317","787","334","590","319","590","319","0","13","197","135","15","26","15","26","0","13","182","132","171","127","11","16","225","98","196","93","159","90","37","30","29","27","1500000US060855058001","Block Group 1, Census Tract 5058, Santa Clara County, California"
"1205","473","10","11","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","11","0","13","0","13","0","13","10","11","1195","473","977","493","977","493","977","493","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","218","90","162","61","112","54","50","40","56","44","1500000US060855058002","Block Group 2, Census Tract 5058, Santa Clara County, California"
"867","217","112","71","37","45","0","13","0","13","0","13","37","45","37","45","0","13","37","45","0","13","0","13","0","13","75","72","55","69","11","18","44","67","20","23","755","196","593","213","454","197","454","197","0","13","139","106","52","65","32","40","20","25","87","79","75","66","12","19","162","95","101","46","82","41","19","22","61","80","1500000US060855058003","Block Group 3, Census Tract 5058, Santa Clara County, California"
"1317","275","10","16","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","16","10","16","10","16","0","13","0","13","1307","276","1212","287","1061","276","1017","245","44","49","151","145","0","13","0","13","0","13","151","145","151","145","0","13","95","56","68","40","45","38","23","21","27","27","1500000US060855058004","Block Group 4, Census Tract 5058, Santa Clara County, California"
"1382","437","63","55","46","51","46","51","0","13","46","51","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","23","14","23","14","23","0","13","3","4","1319","449","1221","451","947","426","947","426","0","13","274","253","167","220","72","81","95","155","107","122","107","122","0","13","98","76","73","56","58","49","15","25","25","33","1500000US060855059011","Block Group 1, Census Tract 5059.01, Santa Clara County, California"
"1324","309","17","31","17","31","17","31","0","13","17","31","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1307","303","984","282","834","287","834","287","0","13","150","143","34","52","34","52","0","13","116","129","107","122","9","16","323","208","307","205","292","204","15","24","16","25","1500000US060855059012","Block Group 2, Census Tract 5059.01, Santa Clara County, California"
"962","292","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","962","292","911","300","506","248","506","248","0","13","405","315","80","103","62","77","18","31","325","298","291","269","34","44","51","46","51","46","51","46","0","13","0","13","1500000US060855059013","Block Group 3, Census Tract 5059.01, Santa Clara County, California"
"2042","469","220","184","220","184","36","52","36","52","0","13","184","173","0","13","0","13","0","13","184","173","139","156","45","66","0","13","0","13","0","13","0","13","0","13","1822","457","1269","446","744","417","744","417","0","13","525","268","198","165","198","165","0","13","327","236","291","224","36","50","553","238","373","154","240","133","133","78","180","125","1500000US060855059021","Block Group 1, Census Tract 5059.02, Santa Clara County, California"
"1606","337","148","132","91","128","54","115","54","115","0","13","37","59","0","13","0","13","0","13","37","59","37","59","0","13","57","42","49","38","49","38","0","13","8","15","1458","315","865","338","710","306","710","306","0","13","155","126","84","84","84","84","0","13","71","88","71","88","0","13","593","196","412","142","264","133","148","78","181","103","1500000US060855059022","Block Group 2, Census Tract 5059.02, Santa Clara County, California"
"1230","289","197","171","104","134","0","13","0","13","0","13","104","134","12","18","0","13","12","18","92","135","92","135","0","13","93","124","0","13","0","13","0","13","93","124","1033","227","796","250","625","258","625","258","0","13","171","119","46","57","46","57","0","13","125","100","96","108","29","43","237","103","188","77","148","71","40","35","49","44","1500000US060855060001","Block Group 1, Census Tract 5060, Santa Clara County, California"
"1034","485","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1034","485","951","495","846","494","836","493","10","16","105","83","37","39","37","39","0","13","68","78","68","78","0","13","83","50","75","47","68","46","7","12","8","12","1500000US060855060002","Block Group 2, Census Tract 5060, Santa Clara County, California"
"1766","304","153","147","123","145","123","145","116","147","7","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","30","27","11","17","11","17","0","13","19","21","1613","233","1342","229","1107","244","1098","240","9","14","235","130","70","88","58","70","12","19","165","111","154","99","11","18","271","107","192","64","146","62","46","39","79","64","1500000US060855060003","Block Group 3, Census Tract 5060, Santa Clara County, California"
"785","399","61","60","36","57","0","13","0","13","0","13","36","57","0","13","0","13","0","13","36","57","36","57","0","13","25","23","0","13","0","13","0","13","25","23","724","392","665","391","606","395","606","395","0","13","59","75","0","13","0","13","0","13","59","75","49","60","10","16","59","41","42","30","32","27","10","17","17","23","1500000US060855060004","Block Group 4, Census Tract 5060, Santa Clara County, California"
"1138","419","31","33","15","24","13","19","0","13","13","19","2","14","2","14","0","13","2","14","0","13","0","13","0","13","16","20","16","20","10","17","6","10","0","13","1107","417","997","417","715","227","715","227","0","13","282","397","6","18","4","12","2","7","276","396","276","396","0","13","110","81","67","47","55","47","12","18","43","49","1500000US060855061011","Block Group 1, Census Tract 5061.01, Santa Clara County, California"
"1795","335","43","34","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","43","34","18","29","0","13","18","29","25","19","1752","333","1535","334","1209","355","1200","356","9","13","326","216","30","45","22","34","8","12","296","214","296","214","0","13","217","140","73","36","46","27","27","24","144","124","1500000US060855061012","Block Group 2, Census Tract 5061.01, Santa Clara County, California"
"1242","255","34","37","20","30","20","30","20","30","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","21","0","13","0","13","0","13","14","21","1208","251","967","237","815","221","815","221","0","13","152","119","48","54","48","54","0","13","104","108","104","108","0","13","241","109","166","63","122","54","44","33","75","64","1500000US060855061013","Block Group 3, Census Tract 5061.01, Santa Clara County, California"
"1665","448","21","24","11","18","11","18","11","18","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","15","10","15","10","15","0","13","0","13","1644","448","1501","456","1332","481","1332","481","0","13","169","157","47","50","47","50","0","13","122","147","96","107","26","41","143","106","87","46","64","38","23","25","56","76","1500000US060855061021","Block Group 1, Census Tract 5061.02, Santa Clara County, California"
"2611","357","20","33","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","20","33","10","16","0","13","10","16","10","17","2591","361","1840","320","1680","287","1680","287","0","13","160","146","22","34","22","34","0","13","138","141","138","141","0","13","751","244","443","139","237","111","206","92","308","145","1500000US060855061022","Block Group 2, Census Tract 5061.02, Santa Clara County, California"
"2076","594","88","57","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","88","57","4","10","4","10","0","13","84","57","1988","586","1749","604","1655","607","1655","607","0","13","94","74","0","13","0","13","0","13","94","74","94","74","0","13","239","113","146","63","95","51","51","43","93","64","1500000US060855061031","Block Group 1, Census Tract 5061.03, Santa Clara County, California"
"833","212","13","20","13","20","13","20","13","20","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","820","215","733","233","632","240","632","240","0","13","101","102","0","13","0","13","0","13","101","102","97","101","4","6","87","52","61","32","46","28","15","19","26","30","1500000US060855061032","Block Group 2, Census Tract 5061.03, Santa Clara County, California"
"888","243","42","52","34","51","34","51","34","51","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","14","0","13","0","13","0","13","8","14","846","241","799","243","790","245","790","245","0","13","9","24","9","24","9","24","0","13","0","13","0","13","0","13","47","38","34","27","11","16","23","21","13","16","1500000US060855061033","Block Group 3, Census Tract 5061.03, Santa Clara County, California"
"1458","240","52","49","52","49","6","9","0","13","6","9","46","48","23","35","0","13","23","35","23","33","23","33","0","13","0","13","0","13","0","13","0","13","0","13","1406","237","1375","240","1172","251","1172","251","0","13","203","126","112","111","112","111","0","13","91","76","91","76","0","13","31","24","31","24","31","24","0","13","0","13","1500000US060855061034","Block Group 4, Census Tract 5061.03, Santa Clara County, California"
"2746","761","78","99","60","95","0","13","0","13","0","13","60","95","60","95","38","61","22","34","0","13","0","13","0","13","18","29","18","29","18","29","0","13","0","13","2668","762","2514","782","2252","733","2252","733","0","13","262","308","26","39","26","39","0","13","236","324","236","324","0","13","154","103","154","103","154","103","0","13","0","13","1500000US060855062021","Block Group 1, Census Tract 5062.02, Santa Clara County, California"
"2832","873","1","3","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1","3","0","13","0","13","0","13","1","3","2831","873","2392","854","2039","745","2024","743","15","24","353","427","57","91","57","91","0","13","296","416","296","416","0","13","439","284","269","127","202","106","67","71","170","195","1500000US060855062022","Block Group 2, Census Tract 5062.02, Santa Clara County, California"
"836","330","83","78","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","83","78","72","73","72","73","0","13","11","28","753","320","360","235","318","225","304","221","14","25","42","67","0","13","0","13","0","13","42","67","42","67","0","13","393","252","167","67","108","62","59","53","226","217","1500000US060855062023","Block Group 3, Census Tract 5062.02, Santa Clara County, California"
"1854","359","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1854","359","1764","367","1532","334","1532","334","0","13","232","217","0","13","0","13","0","13","232","217","207","198","25","36","90","63","90","63","90","63","0","13","0","13","1500000US060855062024","Block Group 4, Census Tract 5062.02, Santa Clara County, California"
"1931","574","108","95","79","90","34","53","34","53","0","13","45","73","0","13","0","13","0","13","45","73","45","73","0","13","29","37","21","32","0","13","21","32","8","22","1823","574","1583","563","1020","349","1020","349","0","13","563","485","188","231","162","195","26","40","375","416","270","300","105","168","240","195","90","84","22","35","68","77","150","131","1500000US060855062031","Block Group 1, Census Tract 5062.03, Santa Clara County, California"
"2162","465","156","147","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","156","147","88","66","42","66","46","77","68","100","2006","425","1905","423","1579","380","1579","380","0","13","326","272","0","13","0","13","0","13","326","272","326","272","0","13","101","69","79","51","70","49","9","14","22","36","1500000US060855062032","Block Group 2, Census Tract 5062.03, Santa Clara County, California"
"936","280","25","43","25","43","25","43","25","43","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","911","285","808","284","648","252","648","252","0","13","160","150","40","79","25","50","15","29","120","121","120","121","0","13","103","81","103","81","103","81","0","13","0","13","1500000US060855062033","Block Group 3, Census Tract 5062.03, Santa Clara County, California"
"1387","377","197","231","141","224","0","13","0","13","0","13","141","224","0","13","0","13","0","13","141","224","141","224","0","13","56","65","56","65","56","65","0","13","0","13","1190","355","1108","365","875","306","875","306","0","13","233","246","65","99","65","99","0","13","168","231","168","231","0","13","82","52","69","43","56","43","13","21","13","21","1500000US060855062034","Block Group 4, Census Tract 5062.03, Santa Clara County, California"
"2033","433","126","84","60","59","42","49","26","42","16","25","18","29","0","13","0","13","0","13","18","29","0","13","18","29","66","62","55","59","55","59","0","13","11","20","1907","426","1734","448","1230","366","1230","366","0","13","504","338","0","13","0","13","0","13","504","338","504","338","0","13","173","107","167","108","167","108","0","13","6","9","1500000US060855062041","Block Group 1, Census Tract 5062.04, Santa Clara County, California"
"881","303","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","881","303","743","276","743","276","743","276","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","138","145","70","67","13","16","57","65","68","79","1500000US060855062042","Block Group 2, Census Tract 5062.04, Santa Clara County, California"
"721","280","33","56","33","56","0","13","0","13","0","13","33","56","33","56","33","56","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","688","288","577","302","521","278","521","278","0","13","56","90","0","13","0","13","0","13","56","90","56","90","0","13","111","69","111","69","111","69","0","13","0","13","1500000US060855062043","Block Group 3, Census Tract 5062.04, Santa Clara County, California"
"1640","750","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1640","750","1592","754","1406","760","1406","760","0","13","186","199","0","13","0","13","0","13","186","199","186","199","0","13","48","41","48","41","48","41","0","13","0","13","1500000US060855062044","Block Group 4, Census Tract 5062.04, Santa Clara County, California"
"1707","469","83","84","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","83","84","45","70","0","13","45","70","38","44","1624","470","1203","504","1033","472","1033","472","0","13","170","165","0","13","0","13","0","13","170","165","170","165","0","13","421","202","249","132","112","82","137","114","172","113","1500000US060855063011","Block Group 1, Census Tract 5063.01, Santa Clara County, California"
"1569","396","131","143","95","139","95","139","95","139","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","36","41","36","41","36","41","0","13","0","13","1438","420","1187","415","819","371","819","371","0","13","368","260","245","240","245","240","0","13","123","118","123","118","0","13","251","123","235","111","217","105","18","30","16","27","1500000US060855063012","Block Group 2, Census Tract 5063.01, Santa Clara County, California"
"977","282","72","72","38","61","38","61","38","61","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","34","37","34","37","34","37","0","13","0","13","905","278","788","265","539","278","539","278","0","13","249","189","174","179","174","179","0","13","75","81","75","81","0","13","117","79","117","79","117","79","0","13","0","13","1500000US060855063013","Block Group 3, Census Tract 5063.01, Santa Clara County, California"
"1019","370","142","207","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","142","207","0","13","0","13","0","13","142","207","877","265","702","269","665","269","665","269","0","13","37","57","0","13","0","13","0","13","37","57","37","57","0","13","175","102","156","95","86","52","70","94","19","25","1500000US060855063014","Block Group 4, Census Tract 5063.01, Santa Clara County, California"
"2028","515","38","37","12","20","0","13","0","13","0","13","12","20","12","20","0","13","12","20","0","13","0","13","0","13","26","39","26","39","26","39","0","13","0","13","1990","517","1811","539","1686","520","1686","520","0","13","125","119","98","110","71","87","27","44","27","46","27","46","0","13","179","98","179","98","179","98","0","13","0","13","1500000US060855063021","Block Group 1, Census Tract 5063.02, Santa Clara County, California"
